transactionid,date,customerid,gender,productname,category,subcategory,region,quantity,unitprice,costprice,discount,revenue,cost,profit
T04077,05-08-2025,C085,M,Deal Smartphone,Electronics,Smartphone,North,3,673.78,363.33,0,2021.34,1089.99,931.35
T04001,22-03-2024,C171,M,Deal Smartphone,Electronics,Smartphone,South,3,673.78,363.33,0.05,1920.273,1089.99,830.283
T03960,20-02-2024,C045,M,Deal Smartphone,Electronics,Smartphone,East,3,673.78,363.33,0.1,1819.206,1089.99,729.216
T03919,22-11-2024,C019,F,Deal Smartphone,Electronics,Smartphone,East,3,673.78,363.33,0,2021.34,1089.99,931.35
T03910,12-08-2024,C113,M,Deal Smartphone,Electronics,Smartphone,East,3,673.78,363.33,0,2021.34,1089.99,931.35
T03895,28-06-2025,C181,F,Deal Smartphone,Electronics,Smartphone,South,4,673.78,363.33,0.1,2425.608,1453.32,972.288
T03790,27-03-2025,C036,M,Deal Smartphone,Electronics,Smartphone,East,2,673.78,363.33,0.15,1145.426,726.66,418.766
T03734,09-09-2025,C193,F,Deal Smartphone,Electronics,Smartphone,West,4,673.78,363.33,0.05,2560.364,1453.32,1107.044
T03711,21-11-2024,C183,M,Deal Smartphone,Electronics,Smartphone,South,3,673.78,363.33,0,2021.34,1089.99,931.35
T03695,14-03-2025,C028,F,Deal Smartphone,Electronics,Smartphone,South,4,673.78,363.33,0,2695.12,1453.32,1241.8
T03693,11-10-2024,C043,M,Deal Smartphone,Electronics,Smartphone,North,2,673.78,363.33,0,1347.56,726.66,620.9
T03685,06-07-2025,C051,F,Deal Smartphone,Electronics,Smartphone,North,5,673.78,363.33,0.15,2863.565,1816.65,1046.915
T03670,07-01-2025,C110,F,Deal Smartphone,Electronics,Smartphone,North,5,673.78,363.33,0.1,3032.01,1816.65,1215.36
T03577,26-01-2024,C017,F,Deal Smartphone,Electronics,Smartphone,East,2,673.78,363.33,0.05,1280.182,726.66,553.522
T03372,13-03-2025,C161,M,Deal Smartphone,Electronics,Smartphone,North,1,673.78,363.33,0.15,572.713,363.33,209.383
T03199,17-09-2024,C036,M,Deal Smartphone,Electronics,Smartphone,South,4,673.78,363.33,0.1,2425.608,1453.32,972.288
T03157,26-01-2025,C132,M,Deal Smartphone,Electronics,Smartphone,East,4,673.78,363.33,0,2695.12,1453.32,1241.8
T03114,06-07-2025,C173,F,Deal Smartphone,Electronics,Smartphone,North,4,673.78,363.33,0.1,2425.608,1453.32,972.288
T02938,20-06-2024,C017,F,Deal Smartphone,Electronics,Smartphone,South,4,673.78,363.33,0.1,2425.608,1453.32,972.288
T02912,05-07-2024,C154,M,Deal Smartphone,Electronics,Smartphone,North,5,673.78,363.33,0.1,3032.01,1816.65,1215.36
T02911,23-06-2024,C194,M,Deal Smartphone,Electronics,Smartphone,East,2,673.78,363.33,0.15,1145.426,726.66,418.766
T02846,15-07-2024,C196,F,Deal Smartphone,Electronics,Smartphone,South,5,673.78,363.33,0,3368.9,1816.65,1552.25
T02803,02-01-2024,C169,M,Deal Smartphone,Electronics,Smartphone,East,1,673.78,363.33,0,673.78,363.33,310.45
T02798,10-12-2023,C026,M,Deal Smartphone,Electronics,Smartphone,North,2,673.78,363.33,0.05,1280.182,726.66,553.522
T02749,27-08-2024,C160,M,Deal Smartphone,Electronics,Smartphone,North,2,673.78,363.33,0.15,1145.426,726.66,418.766
T02727,22-06-2024,C150,M,Deal Smartphone,Electronics,Smartphone,East,4,673.78,363.33,0.1,2425.608,1453.32,972.288
T02713,07-03-2024,C072,F,Deal Smartphone,Electronics,Smartphone,South,4,673.78,363.33,0.1,2425.608,1453.32,972.288
T02695,13-05-2025,C084,M,Deal Smartphone,Electronics,Smartphone,North,3,673.78,363.33,0.05,1920.273,1089.99,830.283
T02601,13-07-2025,C016,M,Deal Smartphone,Electronics,Smartphone,East,2,673.78,363.33,0.05,1280.182,726.66,553.522
T02584,04-10-2024,C038,M,Deal Smartphone,Electronics,Smartphone,East,3,673.78,363.33,0.15,1718.139,1089.99,628.149
T02578,25-03-2024,C076,M,Deal Smartphone,Electronics,Smartphone,North,3,673.78,363.33,0.15,1718.139,1089.99,628.149
T02567,31-05-2025,C119,M,Deal Smartphone,Electronics,Smartphone,East,1,673.78,363.33,0.1,606.402,363.33,243.072
T02534,01-05-2025,C174,M,Deal Smartphone,Electronics,Smartphone,West,3,673.78,363.33,0,2021.34,1089.99,931.35
T02480,17-10-2024,C108,M,Deal Smartphone,Electronics,Smartphone,North,3,673.78,363.33,0.1,1819.206,1089.99,729.216
T02461,04-07-2024,C080,F,Deal Smartphone,Electronics,Smartphone,West,5,673.78,363.33,0.1,3032.01,1816.65,1215.36
T02443,15-02-2024,C046,M,Deal Smartphone,Electronics,Smartphone,South,3,673.78,363.33,0.15,1718.139,1089.99,628.149
T02431,21-03-2024,C046,M,Deal Smartphone,Electronics,Smartphone,West,5,673.78,363.33,0,3368.9,1816.65,1552.25
T02379,12-02-2024,C067,M,Deal Smartphone,Electronics,Smartphone,South,3,673.78,363.33,0.15,1718.139,1089.99,628.149
T02342,29-06-2025,C002,M,Deal Smartphone,Electronics,Smartphone,East,5,673.78,363.33,0.1,3032.01,1816.65,1215.36
T02308,26-08-2025,C149,M,Deal Smartphone,Electronics,Smartphone,West,1,673.78,363.33,0.05,640.091,363.33,276.761
T02209,03-02-2024,C194,M,Deal Smartphone,Electronics,Smartphone,North,2,673.78,363.33,0.15,1145.426,726.66,418.766
T02182,07-11-2023,C063,M,Deal Smartphone,Electronics,Smartphone,East,4,673.78,363.33,0.1,2425.608,1453.32,972.288
T02171,28-01-2025,C004,M,Deal Smartphone,Electronics,Smartphone,North,4,673.78,363.33,0.1,2425.608,1453.32,972.288
T02083,08-06-2025,C104,M,Deal Smartphone,Electronics,Smartphone,West,5,673.78,363.33,0.05,3200.455,1816.65,1383.805
T02062,03-12-2024,C163,F,Deal Smartphone,Electronics,Smartphone,North,5,673.78,363.33,0,3368.9,1816.65,1552.25
T02024,01-12-2023,C075,M,Deal Smartphone,Electronics,Smartphone,East,2,673.78,363.33,0.15,1145.426,726.66,418.766
T01982,18-10-2023,C039,F,Deal Smartphone,Electronics,Smartphone,West,5,673.78,363.33,0.1,3032.01,1816.65,1215.36
T01895,23-02-2025,C077,F,Deal Smartphone,Electronics,Smartphone,North,3,673.78,363.33,0.1,1819.206,1089.99,729.216
T01799,16-07-2024,C125,M,Deal Smartphone,Electronics,Smartphone,North,3,673.78,363.33,0.15,1718.139,1089.99,628.149
T01782,22-09-2023,C181,F,Deal Smartphone,Electronics,Smartphone,East,1,673.78,363.33,0.05,640.091,363.33,276.761
T01770,18-06-2025,C073,F,Deal Smartphone,Electronics,Smartphone,North,5,673.78,363.33,0.15,2863.565,1816.65,1046.915
T01711,17-09-2023,C119,M,Deal Smartphone,Electronics,Smartphone,East,1,673.78,363.33,0,673.78,363.33,310.45
T01586,08-10-2024,C131,M,Deal Smartphone,Electronics,Smartphone,East,4,673.78,363.33,0,2695.12,1453.32,1241.8
T01585,12-05-2025,C014,M,Deal Smartphone,Electronics,Smartphone,East,2,673.78,363.33,0.05,1280.182,726.66,553.522
T01470,09-05-2025,C141,F,Deal Smartphone,Electronics,Smartphone,East,4,673.78,363.33,0,2695.12,1453.32,1241.8
T01397,09-04-2024,C062,M,Deal Smartphone,Electronics,Smartphone,East,3,673.78,363.33,0.15,1718.139,1089.99,628.149
T01294,18-07-2025,C087,F,Deal Smartphone,Electronics,Smartphone,South,4,673.78,363.33,0,2695.12,1453.32,1241.8
T01246,21-10-2024,C086,F,Deal Smartphone,Electronics,Smartphone,East,1,673.78,363.33,0,673.78,363.33,310.45
T01210,03-02-2024,C005,M,Deal Smartphone,Electronics,Smartphone,South,3,673.78,363.33,0,2021.34,1089.99,931.35
T01180,23-11-2023,C168,M,Deal Smartphone,Electronics,Smartphone,East,4,673.78,363.33,0.15,2290.852,1453.32,837.532
T01076,28-06-2025,C197,M,Deal Smartphone,Electronics,Smartphone,West,3,673.78,363.33,0.1,1819.206,1089.99,729.216
T01044,12-07-2024,C042,F,Deal Smartphone,Electronics,Smartphone,East,2,673.78,363.33,0,1347.56,726.66,620.9
T01012,21-02-2024,C113,M,Deal Smartphone,Electronics,Smartphone,South,2,673.78,363.33,0.05,1280.182,726.66,553.522
T00773,28-10-2023,C107,F,Deal Smartphone,Electronics,Smartphone,East,5,673.78,363.33,0.15,2863.565,1816.65,1046.915
T00697,12-03-2024,C151,M,Deal Smartphone,Electronics,Smartphone,East,2,673.78,363.33,0,1347.56,726.66,620.9
T00689,18-01-2024,C083,F,Deal Smartphone,Electronics,Smartphone,East,2,673.78,363.33,0,1347.56,726.66,620.9
T00595,12-09-2023,C083,F,Deal Smartphone,Electronics,Smartphone,South,1,673.78,363.33,0.05,640.091,363.33,276.761
T00578,19-12-2024,C115,M,Deal Smartphone,Electronics,Smartphone,East,1,673.78,363.33,0.05,640.091,363.33,276.761
T00521,01-09-2024,C076,M,Deal Smartphone,Electronics,Smartphone,South,2,673.78,363.33,0.15,1145.426,726.66,418.766
T00491,13-10-2024,C016,M,Deal Smartphone,Electronics,Smartphone,East,3,673.78,363.33,0.1,1819.206,1089.99,729.216
T00485,13-08-2025,C147,F,Deal Smartphone,Electronics,Smartphone,South,3,673.78,363.33,0.1,1819.206,1089.99,729.216
T00468,11-06-2024,C193,F,Deal Smartphone,Electronics,Smartphone,South,5,673.78,363.33,0,3368.9,1816.65,1552.25
T00460,10-03-2025,C090,M,Deal Smartphone,Electronics,Smartphone,North,1,673.78,363.33,0.15,572.713,363.33,209.383
T00443,06-04-2025,C083,F,Deal Smartphone,Electronics,Smartphone,East,2,673.78,363.33,0.15,1145.426,726.66,418.766
T00435,20-02-2025,C176,M,Deal Smartphone,Electronics,Smartphone,North,2,673.78,363.33,0.05,1280.182,726.66,553.522
T00314,13-04-2025,C152,M,Deal Smartphone,Electronics,Smartphone,West,5,673.78,363.33,0.15,2863.565,1816.65,1046.915
T00209,01-03-2025,C011,M,Deal Smartphone,Electronics,Smartphone,East,4,673.78,363.33,0.15,2290.852,1453.32,837.532
T00138,21-01-2024,C028,F,Deal Smartphone,Electronics,Smartphone,East,4,673.78,363.33,0,2695.12,1453.32,1241.8
T00065,26-05-2024,C121,M,Deal Smartphone,Electronics,Smartphone,North,4,673.78,363.33,0.1,2425.608,1453.32,972.288
T00056,19-08-2025,C170,F,Deal Smartphone,Electronics,Smartphone,East,3,673.78,363.33,0.15,1718.139,1089.99,628.149
T00032,16-01-2025,C098,F,Deal Smartphone,Electronics,Smartphone,West,2,673.78,363.33,0.15,1145.426,726.66,418.766
T00030,26-02-2025,C152,M,Deal Smartphone,Electronics,Smartphone,East,1,673.78,363.33,0,673.78,363.33,310.45
T04911,20-10-2024,C102,F,Road Clothing,Fashion,Clothing,North,2,1485.05,988.31,0.15,2524.585,1976.62,547.965
T04910,14-03-2024,C085,M,Road Clothing,Fashion,Clothing,South,4,1485.05,988.31,0.05,5643.19,3953.24,1689.95
T04908,30-09-2024,C096,M,Road Clothing,Fashion,Clothing,North,5,1485.05,988.31,0.15,6311.4625,4941.55,1369.9125
T04895,03-05-2025,C144,F,Road Clothing,Fashion,Clothing,South,3,1485.05,988.31,0.05,4232.3925,2964.93,1267.4625
T04850,31-08-2025,C033,F,Road Clothing,Fashion,Clothing,East,5,1485.05,988.31,0,7425.25,4941.55,2483.7
T04830,07-06-2025,C089,F,Road Clothing,Fashion,Clothing,North,5,1485.05,988.31,0.05,7053.9875,4941.55,2112.4375
T04821,03-04-2025,C133,M,Road Clothing,Fashion,Clothing,West,3,1485.05,988.31,0.15,3786.8775,2964.93,821.9475
T04791,18-01-2025,C085,M,Road Clothing,Fashion,Clothing,South,2,1485.05,988.31,0.15,2524.585,1976.62,547.965
T04753,27-10-2024,C016,M,Road Clothing,Fashion,Clothing,East,4,1485.05,988.31,0.15,5049.17,3953.24,1095.93
T04594,09-01-2025,C124,F,Road Clothing,Fashion,Clothing,South,2,1485.05,988.31,0,2970.1,1976.62,993.48
T04572,22-11-2023,C055,M,Road Clothing,Fashion,Clothing,South,5,1485.05,988.31,0.05,7053.9875,4941.55,2112.4375
T04517,18-05-2024,C181,F,Road Clothing,Fashion,Clothing,North,3,1485.05,988.31,0.15,3786.8775,2964.93,821.9475
T04505,04-12-2024,C090,M,Road Clothing,Fashion,Clothing,South,2,1485.05,988.31,0,2970.1,1976.62,993.48
T04421,11-12-2023,C028,F,Road Clothing,Fashion,Clothing,East,5,1485.05,988.31,0,7425.25,4941.55,2483.7
T04410,05-10-2024,C002,M,Road Clothing,Fashion,Clothing,West,3,1485.05,988.31,0,4455.15,2964.93,1490.22
T04315,19-12-2023,C079,F,Road Clothing,Fashion,Clothing,East,1,1485.05,988.31,0.1,1336.545,988.31,348.235
T04291,06-09-2024,C154,M,Road Clothing,Fashion,Clothing,East,1,1485.05,988.31,0.15,1262.2925,988.31,273.9825
T04132,18-01-2025,C028,F,Road Clothing,Fashion,Clothing,East,1,1485.05,988.31,0.05,1410.7975,988.31,422.4875
T04092,07-02-2024,C030,M,Road Clothing,Fashion,Clothing,East,1,1485.05,988.31,0.15,1262.2925,988.31,273.9825
T04022,04-07-2024,C057,F,Road Clothing,Fashion,Clothing,North,2,1485.05,988.31,0,2970.1,1976.62,993.48
T03996,12-02-2025,C026,M,Road Clothing,Fashion,Clothing,East,5,1485.05,988.31,0,7425.25,4941.55,2483.7
T03971,14-12-2023,C092,F,Road Clothing,Fashion,Clothing,East,1,1485.05,988.31,0.05,1410.7975,988.31,422.4875
T03905,28-06-2025,C081,F,Road Clothing,Fashion,Clothing,West,1,1485.05,988.31,0.05,1410.7975,988.31,422.4875
T03873,10-05-2025,C169,M,Road Clothing,Fashion,Clothing,South,3,1485.05,988.31,0.05,4232.3925,2964.93,1267.4625
T03855,04-01-2025,C024,F,Road Clothing,Fashion,Clothing,East,5,1485.05,988.31,0.15,6311.4625,4941.55,1369.9125
T03820,05-02-2025,C048,M,Road Clothing,Fashion,Clothing,East,2,1485.05,988.31,0,2970.1,1976.62,993.48
T03782,08-06-2025,C189,M,Road Clothing,Fashion,Clothing,North,3,1485.05,988.31,0.05,4232.3925,2964.93,1267.4625
T03774,22-07-2024,C137,M,Road Clothing,Fashion,Clothing,East,4,1485.05,988.31,0,5940.2,3953.24,1986.96
T03755,23-12-2024,C002,M,Road Clothing,Fashion,Clothing,South,1,1485.05,988.31,0.1,1336.545,988.31,348.235
T03740,21-05-2024,C103,F,Road Clothing,Fashion,Clothing,North,5,1485.05,988.31,0.05,7053.9875,4941.55,2112.4375
T03681,14-04-2025,C147,F,Road Clothing,Fashion,Clothing,South,3,1485.05,988.31,0.05,4232.3925,2964.93,1267.4625
T03679,02-03-2025,C032,M,Road Clothing,Fashion,Clothing,West,1,1485.05,988.31,0,1485.05,988.31,496.74
T03662,08-06-2024,C038,M,Road Clothing,Fashion,Clothing,East,1,1485.05,988.31,0,1485.05,988.31,496.74
T03650,22-09-2024,C064,F,Road Clothing,Fashion,Clothing,South,1,1485.05,988.31,0,1485.05,988.31,496.74
T03601,10-06-2024,C001,M,Road Clothing,Fashion,Clothing,East,5,1485.05,988.31,0.05,7053.9875,4941.55,2112.4375
T03556,23-02-2025,C042,F,Road Clothing,Fashion,Clothing,East,3,1485.05,988.31,0.15,3786.8775,2964.93,821.9475
T03531,09-02-2024,C164,M,Road Clothing,Fashion,Clothing,East,2,1485.05,988.31,0.1,2673.09,1976.62,696.47
T03505,15-04-2025,C084,M,Road Clothing,Fashion,Clothing,East,1,1485.05,988.31,0.15,1262.2925,988.31,273.9825
T03501,22-08-2024,C175,M,Road Clothing,Fashion,Clothing,South,4,1485.05,988.31,0.15,5049.17,3953.24,1095.93
T03479,16-10-2023,C023,F,Road Clothing,Fashion,Clothing,East,3,1485.05,988.31,0.1,4009.635,2964.93,1044.705
T03461,30-12-2023,C131,M,Road Clothing,Fashion,Clothing,West,1,1485.05,988.31,0,1485.05,988.31,496.74
T03431,23-04-2025,C200,M,Road Clothing,Fashion,Clothing,East,3,1485.05,988.31,0.1,4009.635,2964.93,1044.705
T03403,12-12-2024,C100,F,Road Clothing,Fashion,Clothing,South,4,1485.05,988.31,0.15,5049.17,3953.24,1095.93
T03354,26-12-2024,C118,M,Road Clothing,Fashion,Clothing,East,3,1485.05,988.31,0.1,4009.635,2964.93,1044.705
T03129,23-10-2024,C076,M,Road Clothing,Fashion,Clothing,East,4,1485.05,988.31,0.1,5346.18,3953.24,1392.94
T03118,09-05-2024,C056,F,Road Clothing,Fashion,Clothing,West,3,1485.05,988.31,0.15,3786.8775,2964.93,821.9475
T03078,28-02-2024,C095,M,Road Clothing,Fashion,Clothing,West,4,1485.05,988.31,0.1,5346.18,3953.24,1392.94
T03035,15-01-2025,C066,F,Road Clothing,Fashion,Clothing,North,4,1485.05,988.31,0,5940.2,3953.24,1986.96
T03023,29-07-2025,C134,F,Road Clothing,Fashion,Clothing,North,2,1485.05,988.31,0.1,2673.09,1976.62,696.47
T03018,23-03-2024,C139,M,Road Clothing,Fashion,Clothing,East,5,1485.05,988.31,0.05,7053.9875,4941.55,2112.4375
T03013,03-10-2023,C096,M,Road Clothing,Fashion,Clothing,North,3,1485.05,988.31,0.1,4009.635,2964.93,1044.705
T02968,04-12-2023,C127,F,Road Clothing,Fashion,Clothing,North,5,1485.05,988.31,0,7425.25,4941.55,2483.7
T02944,25-06-2024,C131,M,Road Clothing,Fashion,Clothing,South,4,1485.05,988.31,0.05,5643.19,3953.24,1689.95
T02873,11-03-2024,C122,M,Road Clothing,Fashion,Clothing,West,2,1485.05,988.31,0.1,2673.09,1976.62,696.47
T02647,03-07-2025,C073,F,Road Clothing,Fashion,Clothing,East,3,1485.05,988.31,0,4455.15,2964.93,1490.22
T02596,11-03-2024,C130,M,Road Clothing,Fashion,Clothing,South,3,1485.05,988.31,0,4455.15,2964.93,1490.22
T02577,05-07-2024,C118,M,Road Clothing,Fashion,Clothing,North,2,1485.05,988.31,0.1,2673.09,1976.62,696.47
T02505,17-01-2024,C087,F,Road Clothing,Fashion,Clothing,North,2,1485.05,988.31,0.15,2524.585,1976.62,547.965
T02463,09-12-2023,C023,F,Road Clothing,Fashion,Clothing,South,1,1485.05,988.31,0.05,1410.7975,988.31,422.4875
T02457,11-07-2024,C171,M,Road Clothing,Fashion,Clothing,North,4,1485.05,988.31,0,5940.2,3953.24,1986.96
T02387,25-07-2024,C085,M,Road Clothing,Fashion,Clothing,North,2,1485.05,988.31,0.05,2821.595,1976.62,844.975
T02242,02-08-2024,C114,F,Road Clothing,Fashion,Clothing,West,5,1485.05,988.31,0,7425.25,4941.55,2483.7
T02233,24-01-2025,C184,M,Road Clothing,Fashion,Clothing,East,3,1485.05,988.31,0.1,4009.635,2964.93,1044.705
T02222,29-03-2024,C111,M,Road Clothing,Fashion,Clothing,East,1,1485.05,988.31,0.05,1410.7975,988.31,422.4875
T02190,16-12-2024,C078,M,Road Clothing,Fashion,Clothing,North,3,1485.05,988.31,0,4455.15,2964.93,1490.22
T02073,11-12-2023,C129,M,Road Clothing,Fashion,Clothing,East,1,1485.05,988.31,0.1,1336.545,988.31,348.235
T02019,08-12-2023,C012,M,Road Clothing,Fashion,Clothing,South,3,1485.05,988.31,0,4455.15,2964.93,1490.22
T01994,07-09-2025,C093,M,Road Clothing,Fashion,Clothing,East,4,1485.05,988.31,0.05,5643.19,3953.24,1689.95
T01841,09-03-2024,C014,M,Road Clothing,Fashion,Clothing,South,5,1485.05,988.31,0.1,6682.725,4941.55,1741.175
T01774,30-08-2024,C126,M,Road Clothing,Fashion,Clothing,West,5,1485.05,988.31,0,7425.25,4941.55,2483.7
T01681,22-06-2024,C129,M,Road Clothing,Fashion,Clothing,East,5,1485.05,988.31,0,7425.25,4941.55,2483.7
T01627,10-04-2024,C028,F,Road Clothing,Fashion,Clothing,North,2,1485.05,988.31,0.1,2673.09,1976.62,696.47
T01566,26-02-2025,C097,M,Road Clothing,Fashion,Clothing,North,5,1485.05,988.31,0.05,7053.9875,4941.55,2112.4375
T01563,10-12-2023,C056,F,Road Clothing,Fashion,Clothing,East,4,1485.05,988.31,0,5940.2,3953.24,1986.96
T01469,17-07-2024,C165,M,Road Clothing,Fashion,Clothing,West,3,1485.05,988.31,0,4455.15,2964.93,1490.22
T01438,06-02-2025,C074,F,Road Clothing,Fashion,Clothing,North,4,1485.05,988.31,0.05,5643.19,3953.24,1689.95
T01408,25-09-2024,C128,F,Road Clothing,Fashion,Clothing,South,2,1485.05,988.31,0,2970.1,1976.62,993.48
T01332,17-04-2025,C033,F,Road Clothing,Fashion,Clothing,East,2,1485.05,988.31,0.1,2673.09,1976.62,696.47
T01250,11-05-2025,C106,F,Road Clothing,Fashion,Clothing,East,4,1485.05,988.31,0.05,5643.19,3953.24,1689.95
T01235,13-05-2024,C041,F,Road Clothing,Fashion,Clothing,South,1,1485.05,988.31,0.1,1336.545,988.31,348.235
T01228,16-06-2024,C134,F,Road Clothing,Fashion,Clothing,North,4,1485.05,988.31,0.05,5643.19,3953.24,1689.95
T01226,15-10-2023,C023,F,Road Clothing,Fashion,Clothing,East,3,1485.05,988.31,0.15,3786.8775,2964.93,821.9475
T01223,30-06-2024,C063,M,Road Clothing,Fashion,Clothing,East,1,1485.05,988.31,0.05,1410.7975,988.31,422.4875
T01211,22-12-2024,C185,F,Road Clothing,Fashion,Clothing,South,4,1485.05,988.31,0,5940.2,3953.24,1986.96
T01151,01-11-2024,C131,M,Road Clothing,Fashion,Clothing,North,5,1485.05,988.31,0.15,6311.4625,4941.55,1369.9125
T01150,20-04-2024,C179,F,Road Clothing,Fashion,Clothing,East,4,1485.05,988.31,0.05,5643.19,3953.24,1689.95
T01114,11-05-2025,C037,F,Road Clothing,Fashion,Clothing,West,5,1485.05,988.31,0.05,7053.9875,4941.55,2112.4375
T00993,26-01-2024,C066,F,Road Clothing,Fashion,Clothing,West,1,1485.05,988.31,0.15,1262.2925,988.31,273.9825
T00984,18-10-2024,C141,F,Road Clothing,Fashion,Clothing,West,3,1485.05,988.31,0.15,3786.8775,2964.93,821.9475
T00801,05-02-2024,C186,F,Road Clothing,Fashion,Clothing,East,4,1485.05,988.31,0.1,5346.18,3953.24,1392.94
T00764,24-08-2025,C163,F,Road Clothing,Fashion,Clothing,West,5,1485.05,988.31,0.05,7053.9875,4941.55,2112.4375
T00715,01-10-2023,C036,M,Road Clothing,Fashion,Clothing,East,3,1485.05,988.31,0.1,4009.635,2964.93,1044.705
T00677,17-11-2023,C058,M,Road Clothing,Fashion,Clothing,West,4,1485.05,988.31,0.1,5346.18,3953.24,1392.94
T00560,23-07-2024,C081,F,Road Clothing,Fashion,Clothing,North,3,1485.05,988.31,0.1,4009.635,2964.93,1044.705
T00554,19-06-2024,C053,F,Road Clothing,Fashion,Clothing,East,2,1485.05,988.31,0.15,2524.585,1976.62,547.965
T00509,03-07-2025,C020,F,Road Clothing,Fashion,Clothing,East,5,1485.05,988.31,0.05,7053.9875,4941.55,2112.4375
T00504,28-08-2025,C001,M,Road Clothing,Fashion,Clothing,North,2,1485.05,988.31,0.05,2821.595,1976.62,844.975
T00498,19-06-2024,C117,F,Road Clothing,Fashion,Clothing,North,3,1485.05,988.31,0,4455.15,2964.93,1490.22
T00484,30-08-2025,C044,M,Road Clothing,Fashion,Clothing,North,5,1485.05,988.31,0.15,6311.4625,4941.55,1369.9125
T00477,27-03-2025,C048,M,Road Clothing,Fashion,Clothing,North,5,1485.05,988.31,0.05,7053.9875,4941.55,2112.4375
T00420,30-03-2024,C174,M,Road Clothing,Fashion,Clothing,East,3,1485.05,988.31,0.15,3786.8775,2964.93,821.9475
T00419,30-01-2024,C020,F,Road Clothing,Fashion,Clothing,West,2,1485.05,988.31,0.05,2821.595,1976.62,844.975
T00415,13-06-2025,C112,F,Road Clothing,Fashion,Clothing,West,5,1485.05,988.31,0,7425.25,4941.55,2483.7
T00403,04-05-2024,C162,M,Road Clothing,Fashion,Clothing,East,1,1485.05,988.31,0.05,1410.7975,988.31,422.4875
T00397,17-11-2023,C040,M,Road Clothing,Fashion,Clothing,East,3,1485.05,988.31,0.05,4232.3925,2964.93,1267.4625
T00305,08-10-2024,C068,F,Road Clothing,Fashion,Clothing,West,4,1485.05,988.31,0.1,5346.18,3953.24,1392.94
T00186,21-06-2024,C053,F,Road Clothing,Fashion,Clothing,West,2,1485.05,988.31,0.05,2821.595,1976.62,844.975
T00182,31-12-2023,C070,M,Road Clothing,Fashion,Clothing,North,4,1485.05,988.31,0.15,5049.17,3953.24,1095.93
T00162,03-05-2024,C033,F,Road Clothing,Fashion,Clothing,West,5,1485.05,988.31,0.1,6682.725,4941.55,1741.175
T00150,30-08-2024,C196,F,Road Clothing,Fashion,Clothing,East,2,1485.05,988.31,0.05,2821.595,1976.62,844.975
T00128,17-09-2024,C057,F,Road Clothing,Fashion,Clothing,East,5,1485.05,988.31,0.1,6682.725,4941.55,1741.175
